title,text,subject,date,label,,,,,,,,,,,,,,,,,,,
Blackwater founder Prince details meeting with Russian in Seychelles," (This version of the Dec 6 story corrects paragraph 3 and adds new paragraph 4 to clarify the nature of U.S. sanctions) By Patricia Zengerle WASHINGTON (Reuters) - Erik Prince, founder of military contractor Blackwater and a supporter of President Donald Trump, told U.S. lawmakers he had discussed U.S.-Russia relations during a meeting in the Seychelles with a Russian business executive with ties to the Kremlin, but insisted they did not discuss sanctions. In a transcript released on Wednesday of Prince’s testimony last week to the U.S. House of Representatives Intelligence Committee, Prince said he and Kirill Dmitriev, chief executive of the Russian Direct Investment Fund, or RDIF, met for about half an hour in a bar at the suggestion of officials from the United Arab Emirates. The RDIF was put on a U.S. sanctions list in 2015 because at the time it was a subsidiary of VEB, the Russian state development bank. While it no is longer owned by the bank, it remains subject to limited sanctions.  Americans are prohibited from providing extended debt and equity financing to sanctioned entities and their subsidiaries, such as RDIF. However, the fund does not raise debt or equity financing from third parties, according to a lawyer who represents the fund.  The House intelligence panel is one of three congressional committees and a special counsel investigating U.S. allegations of Russian interference in the 2016 U.S. election, and the possibility of collusion between Trump associates and Moscow. Russia denies attempting to influence the U.S. campaign. Trump denies any collusion. Prince was called to testify because of the Seychelles meeting on Jan. 11, 2017, which The Washington Post later described as an effort to connect the incoming Trump administration with Moscow. He met with the committee voluntarily, and did not have an attorney with him. Prince said he had traveled to the Seychelles for a business meeting with UAE officials, who included Crown Prince Mohammed bin Zayed, and they suggested he talk to Dmitriev. “After the meeting, they mentioned a guy I should meet who was also in town to see them, a Kirill Dmitriev from Russia,” Prince told members of the House committee, according to the transcript.  “I didn’t fly there to meet any Russian guy,” Prince said. Prince told reporters after his interview that the panel had wasted time and taxpayer money on a “fishing expedition.” Prince donated to Trump’s campaign, made multiple visits to Trump Tower in New York and said he wrote some foreign policy memos for the Republican candidate, which he delivered to Trump campaign manager Steve Bannon. Democratic committee members noted that Prince said Bannon  had told him about a secret meeting at Trump Tower in December 2016 with UAE officials, shortly before the January Seychelles meeting. Prince said he had met Trump just once, at a fundraiser, before he was elected president in November 2016. Prince’s sister, Betsy DeVos, is Trump’s Secretary of Education. Prince said he had discussed U.S.-Russia relations with Dmitriev, but only in the broadest terms. “If Franklin Roosevelt can work with Joseph Stalin after the Ukraine terror famine, after killing tens of millions of his own citizens, we can certainly at least cooperate with the Russians in a productive way to defeat the Islamic State,” Prince said he told Dmitriev. Representative Adam Schiff, the top Democrat on the committee, said after the testimony was released that Prince had been less than forthcoming and sought to represent his meeting with Dmitriev as coincidental. “Prince also could not adequately explain why he traveled halfway around the world to meet with UAE officials and, ultimately, the head of the Russian fund,” Schiff said in a statement. ",politicsNews,6-Dec-17,1,,,,,,,,,,,,,,,,,,,
Congress averts government shutdown for now,"WASHINGTON (Reuters) - The U.S. Congress moved rapidly on Thursday to send President Donald Trump a short-term funding bill to avert a government shutdown this weekend, leaving fights over budget priorities and a range of other controversial issues for the coming weeks. The House of Representatives, working against a Friday midnight deadline, approved legislation in a 235-193 vote to fund a wide range of federal programs through Dec. 22.  The Senate followed up by approving the bill 81-14. The White House has said Trump will sign it into law. The measure creates more time for a reckoning between Republicans and Democrats about budget differences, which Trump discussed in a meeting with leading lawmakers at the White House earlier in the day. “We hope that we’re going to make some great progress for our country. I think that will happen,” Trump said. The White House said negotiations would resume on Friday. Leaders now have about two weeks to find common ground on a host of thorny issues for the next government funding bill in order to prevent a partial government shutdown on Dec. 23. Both sides want to avoid having parts of the government close, particularly during the holidays, for fear of a public backlash, and leaders from both parties have preemptively blamed the other for such a potential outcome.  That political blame game is likely to continue in the next two weeks while, behind the scenes, leaders hammer out a compromise.   Republicans mainly want a big increase in defense spending for the fiscal year ending Sept. 30, 2018. But Democrats are insisting that any added Pentagon funding be accompanied by increases to other domestic programs. Democrats also want to enact into law protections for nearly 700,000 undocumented immigrants who were children when they were brought into the United States.  Republicans want a much wider series of immigration law changes to further clamp down on foreign arrivals, and they want immigration negotiations to be held on a separate track from the government funding bill. Democrats also want to shore up the Affordable Care Act, known as “Obamacare,” by reviving federal subsidies for low-income people in the program. House Democratic leader Nancy Pelosi and Senate Democratic leader Chuck Schumer joined Trump and Republican congressional leaders for the talks after canceling a similarly planned meeting last week when the president posted a note on Twitter attacking their policy positions. The two Democrats said in a statement that the meeting on Thursday was productive but nothing specific had been agreed. Defense Secretary Jim Mattis joined the group to discuss military matters. The White House foresees a compromise with lawmakers that will include increases in defense and non-defense spending, White House legislative affairs director Marc Short told Reuters.  He said the White House wants a deal that covers spending for fiscal years 2018 and 2019.   Earlier on Thursday, Schumer said Trump seemed to be rooting for a shutdown and warned that, if one occurs, “it will fall on his shoulders.”  “His party controls the Senate, the House and the presidency,” he said. “Nobody here wants to see a shutdown. We Democrats are not interested in one.” Pelosi said Democrats were not willing to shut down the government over the Deferred Action for Child Arrivals (DACA) immigration program, but she also said “we will not leave here without a DACA fix.” ",politicsNews,7-Dec-17,1,,,,,,,,,,,,,,,,,,,
Civil rights pioneer to eschew museum opening after Trump says will attend,"(Reuters) - Longtime U.S. congressman from Georgia John Lewis, who marched with Martin Luther King Jr. in the 1960s, said on Thursday that he would not attend the opening of the Mississippi Civil Rights Museum this weekend because President Donald Trump planned to attend. “President Trump’s attendance and his hurtful policies are an insult to the people portrayed in this civil rights museum,” Lewis said in a statement. The statement by the Georgia Democrat, who has served in Congress for 31 years, and Mississippi Democratic U.S. Representative Bennie Thompson mentioned Trump’s “disparaging comments about women, the disabled, immigrants, and National Football League players.” Trump said earlier this week that he would attend the opening of the museum in Jackson, the state capital.  The National Association for the Advancement of Colored People (NAACP) has denounced Trump’s planned attendance.  Lewis and Thompson said in their statement that Trump had  shown “disrespect” for people who fought for civil rights in Mississippi. White House Press Secretary Sarah Sanders, responding to the Lewis-Thompson statement, said, “We think it’s unfortunate that these members of Congress wouldn’t join the president in honoring the incredible sacrifice civil rights leaders made to right the injustices in our history. The President hopes others will join him in recognizing that the movement was about removing barriers and unifying Americans of all backgrounds.” ",politicsNews,8-Dec-17,1,,,,,,,,,,,,,,,,,,,
Judge presiding over Michael Flynn criminal case is recused: court,"(Reuters) - The U.S. District Court for the District of Columbia judge presiding over the criminal case for President Donald Trump’s former National Security Adviser Michael Flynn has been recused from handling the case, a court spokeswoman said on Thursday. According to a court filing, U.S. District Court Judge Rudolph Contreras, who presided over a Dec. 1 hearing where Flynn pleaded guilty to lying to the Federal Bureau of Investigation about his contacts with Russia, will no longer handle the case. Court spokeswoman Lisa Klem did not say why Contreras was recused, and added that the case was randomly reassigned.  Reuters could not immediately learn the reason for the recusal, or reach Contreras. An attorney for Flynn declined to comment. Now, Flynn’s sentencing will be overseen by U.S. District Court Judge Emmet Sullivan. Sullivan was appointed by former Democratic President Bill Clinton.  Flynn was the first member of Trump’s administration to plead guilty to a crime uncovered by Special Counsel Robert Mueller’s wide-ranging probe into Russian attempts to influence the 2016 U.S. presidential election and potential collusion by Trump aides. Russia has denied meddling in the election and Trump has dismissed any suggestion of collusion. Flynn has agreed to cooperate with Mueller’s ongoing investigation. A sentencing date has not yet been set, but the parties are due to return to court on February 1 for a status report hearing. Contreras was appointed to the bench in 2012 by former Democratic President Barack Obama.  He was also appointed to the Foreign Intelligence Surveillance Court in May 2016 for a term lasting through 2023. That court issues warrants that allow Justice Department officials to wiretap individuals, a process that has been thrown into the spotlight amid the investigation into alleged Russian interference in the U.S. election.  The most recent controversy related to FISA warrants involves Peter Strzok, a senior FBI agent who was removed from the Russia investigation for exchanging text messages with a colleague that expressed anti-Trump views.  At a hearing on Thursday at the House Judiciary Committee, Republican lawmaker Jim Jordan pressed FBI Director Christopher Wray on whether a former British spy’s dossier of allegations of Russian financial and personal links to Trump’s campaign and associates was used by Strzok to obtain a FISA warrant to surveil Trump’s transition team.  Judge Sullivan previously served on the Superior Court of the District of Columbia and the District of Columbia Court of Appeals under appointments by Republican Presidents Ronald Reagan and George H.W. Bush, respectively. ",politicsNews,8-Dec-17,1,,,,,,,,,,,,,,,,,,,
House ethics panel probing Rep. Farenthold over harassment allegations,"WASHINGTON (Reuters) - The U.S. House of Representatives Ethics Committee said on Thursday it was investigating Republican Representative Blake Farenthold over allegations of sexual harassment, discrimination and retaliation involving a former female staff member. The panel said in a statement it was also looking into whether the Corpus Christi, Texas, congressman made inappropriate statements to other members of his official staff. Farenthold, 55, said in a statement he was relieved that the ethics panel was going to look into the allegations. “Once all the facts are released, I’m confident this matter will once and for all be settled and resolved,” he said. Politico reported last week that the U.S. Congress’ Office of Compliance had paid $84,000 from a public fund on behalf of Farenthold for a sexual harassment claim. In 2014, Farenthold’s former communications director Lauren Greene sued him, alleging a hostile work environment, gender discrimination and retaliation, court documents showed. Farenthold and Greene reached a mediated agreement in 2015 to avoid costly litigation, but the settlement’s details were confidential, according to a statement released at the time, where Farenthold denied engaging in any wrongdoing. Farenthold told KRIS-TV in Corpus Christi on Monday that he would return the sum. Capitol Hill has been rocked in recent weeks by allegations of sexual misconduct by lawmakers, and outrage that public money may have been paid to settle harassment suits against members of Congress. Three lawmakers said this week they would resign amid sexual harassment allegations: Democratic Senator Al Franken, Democratic Representative John Conyers and Republican Representative Trent Franks. ",politicsNews,8-Dec-17,1,,,,,,,,,,,,,,,,,,,
Factbox: Trump on Twitter (December 7) - Pearl Harbor Remembrance Day,"The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - Go get the new book on Andrew Jackson by Brian Kilmeade...Really good. @foxandfriends [0808 EST] - National Pearl Harbor Remembrance Day - “A day that will live in infamy!” December 7, 1941 [1004 EST] - Today, our entire nation pauses to REMEMBER PEARL HARBOR—and the brave warriors who on that day stood tall and fought for America.  God Bless our HEROES who wear the uniform, and God Bless the United States of America. #PearlHarborRemembranceDay [1116 EST] - Today, the U.S. flag flies at half-staff at the @WhiteHouse, in honor of National Pearl Harbor Remembrance Day. instagram.com/p/BcaeCLLAEkl/ [1504 EST] - Today, as we Remember Pearl Harbor, it was an incredible honor to be joined with surviving Veterans of the attack on 12/7/1941. They are HEROES, and they are living witnesses to American History. All American hearts are filled with gratitude for their service and their sacrifice. [1552 EST] - Across the battlefields, oceans, and harrowing skies of Europe and the Pacific throughout the war, one great battle cry could be heard by America’s friends and foes alike: -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",politicsNews,7-Dec-17,1,,,,,,,,,,,,,,,,,,,
House Intelligence chairman cleared of disclosing classified information,"WASHINGTON (Reuters) - The U.S. House of Representatives Ethics Committee on Thursday cleared the chairman of the House Intelligence Committee of charges that he had disclosed classified information, potentially clearing the way for him to resume leadership of the panel’s Russia investigation. Republican Representative Devin Nunes, who had consistently  denied wrongdoing, thanked the committee for its finding, but said the probe had taken too long and the accusations against him were politically motivated. Nunes stepped aside from leading the intelligence committee’s investigation of Russia and the 2016 U.S. presidential election in April as the Ethics panel said it was investigating allegations that he had disclosed classified information. The accusations against Nunes arose after President Donald Trump tweeted in March, without giving evidence, that former President Barack Obama, a Democrat, had wiretapped him as he competed for the presidency. Two and a half weeks later, Nunes, a Trump ally, told reporters that an unidentified source had shown him intelligence reports containing “unmasked” names of Trump associates swept up in foreign surveillance, prompting accusations that Nunes had disclosed classified information to provide cover to Trump. Trump’s fellow Republicans in Congress have frequently raised the “unmasking” issue during the investigation of allegations that Russia sought to influence the 2016 U.S. election to boost Trump’s chances of defeating Democrat Hillary Clinton and whether Trump associates colluded with Russia. Russia had denied the accusations, and Trump has dismissed any talk of collusion. Some Republicans contend that the potential surveillance of Americans and release of their names, possibly for political purposes, should be addressed by investigators. Former Obama administration officials have denied such accusations and labeled the issue a distraction from serious investigations of U.S. election integrity. Nunes criticized the ethics panel for taking “an unbelievable eight months” to dismiss the matter, and called on the panel to publicly release all transcripts related to his case. Ethics committee staff could not immediately be reached for comment. In a statement, the panel said intelligence experts had concluded the information Nunes disclosed was not classified, so it would take no further action and the matter was closed. It was not clear whether Nunes would formally resume  leadership of the House Intelligence Committee’s investigation. His spokesman did not immediately respond to a request for comment. Republican Representative Mike Conaway has been leading it since April. Nunes has remained chairman of the intelligence panel. ",politicsNews,7-Dec-17,1,,,,,,,,,,,,,,,,,,,
"Paul Manafort, Special Counsel Mueller tussle over Ukrainian op-ed","(Reuters) - President Donald Trump’s former campaign manager Paul Manafort did not violate a court gag order when he helped edit an opinion piece about his political work in Ukraine, his defense lawyer Kevin Downing argued in a court filing on Thursday. A federal grand jury indicted Manafort and his business associate Rick Gates in October as part of Special Counsel Robert Mueller’s investigation into accusations of Russian meddling in the 2016 U.S. presidential election. The charges against Manafort include conspiracy to launder money and failing to register as a foreign agent working on behalf of former pro-Russian Ukrainian President Viktor Yanukovych’s government, who was ousted in 2014.     Thursday’s filing came after prosecutors working for Mueller said earlier this week that they no longer could agree to more lenient bail terms for Manafort after discovering that he was working with a colleague tied to Russian intelligence agencies on an opinion piece that cast his work in a favorable light.     Mueller’s office argued that his efforts to work behind the scenes on the piece as recently as November 30 ran afoul of the judge’s November 8 order instructing all parties to refrain from making statements to the media or in public settings that could prejudice the case. Jason Maloni, a spokesman for Manafort, declined to comment.  Joshua Stueve, a spokesman for Mueller, also declined to comment. Downing said in Thursday’s filing that his client was involved only in editing the piece to ensure accuracy, and that it would not prejudice the case because it was ultimately published in a Ukrainian newspaper, not an American one. “The defense did not, and does not, understand that the	 court meant to impose a gag order	 precluding Mr. Manafort from addressing matters, which do not ‘pose a substantial	 likelihood of	 material prejudice to this case,’” Downing wrote. Earlier in the week, prosecutors said in a filing that they had reached out to Manafort’s lawyers when they discovered the draft and had been assured that it would not be published. The piece appeared online in the English-language Kyiv Post on Thursday. The article, which was authored by Oleg Voloshyn, a former spokesman for Ukraine’s foreign affairs ministry, praised   Manafort’s political work in helping Ukraine secure better relations with the European Union. “I can only wonder why some American media dare falsely claim that Paul Manafort lobbied Russian interests in Ukraine,” the piece said. “Without his input Ukraine would not have had the command focus on reforms that were required to be a nation candidate to the EU.”   Brian Bonner, the chief editor at the Kyiv Post, told Reuters that the article was submitted on Monday. Bonner said Voloshyn claimed to have written the article and then sent it to Manafort and the American’s longtime Russian colleague, Konstantin Kilimnik, for fact-checking before submission.  Bonner said he did not immediately publish the article because he was suspicious of the contents and wanted to confirm that Voloshyn had written it.   “It was blatantly pro-Manafort with an opinion about his activities that most people don’t share and that his record in Ukraine doesn’t support,” Bonner wrote in an email.  Voloshyn told Reuters he was not immediately in a position to comment. It was not clear when U.S. District judge Amy Berman Jackson would decide the issue, but Manafort and Gates are due to appear before her on Monday in the U.S. District Court for the District of Columbia for a status hearing. ",politicsNews,7-Dec-17,1,,,,,,,,,,,,,,,,,,,
"Congress passes bill to temporarily fund government, avert shutdown","WASHINGTON (Reuters) - The U.S. Congress, rushing to beat a Friday midnight deadline, on Thursday passed legislation funding the government through Dec. 22. By a vote of 235-193, the House of Representatives passed the bill and rapidly sent it to the Senate, which then approved it 81-14, sending it to President Donald Trump for signing into law. While a Saturday shutdown of government agencies was averted, Congress and Trump will now have to come up with a deal to keep the government operating beyond Dec. 22. ",politicsNews,7-Dec-17,1,,,,,,,,,,,,,,,,,,,
"Trump open to biofuel policy reform, senators say after meeting","WASHINGTON (Reuters) - U.S. President Donald Trump is open to reforming the country’s biofuels policy if it can be done in a way that protects jobs in both the refining and agriculture industries, senators said on Thursday after a meeting with Trump on the issue. Nine lawmakers had requested the meeting to argue that the Renewable Fuel Standard, or RFS, a law requiring refiners to blend increasing amounts of biofuels like corn-based ethanol into the fuel supply every year, was threatening to put refineries in their districts out of business. The Trump administration had ruled in favor of Big Corn and against the refining industry in a series of decisions this year, with senators on both sides using parliamentary procedures like holds on administrative appointments to punish rivals. Senator Ted Cruz of Texas, who led the lawmaker delegation, said Trump was open to a “win-win” solution. “The group as a whole agreed with the president to reconvene next week and to expand the group and work together to find a (solution) that is a win for blue-collar workers, a win for jobs, but also a win for farmers at the same time,” he told Fox News after the meeting. Republican Senators Bill Cassidy of Louisiana and James Lankford of Oklahoma also said Trump expressed a desire to help refiners in a way that protected the interests of farmers, but that more discussions were needed. “It was just a recognition that this is a more complicated problem and we’re going to have to get everybody together from all sides,” Lankford told reporters. The White House said the meeting was productive and that Trump remained committed to the RFS, farmers and energy workers. “He understands there are differing views on this issue, and the Administration looks forward to working with all the stakeholders toward a mutually agreeable path forward,” White House spokesman Hogan Gidley said in a statement. The RFS was introduced more than a decade ago by President George W. Bush as a way to boost U.S. agriculture, slash energy imports and cut emissions, and has since fostered a market for ethanol amounting to 15 billion gallons a year. Refiners oppose the RFS because they say it costs them hundreds of millions of dollars a year in blending and regulatory expenses while propping up demand for rival fuels. Refiners that do not have the facilities to blend biofuels must purchase credits, called RINs, from those that do and hand them into the EPA once a year. A refining lobbyist briefed on Thursday’s meeting said one possible solution discussed was capping the RINs - an idea that is opposed by the Renewable Fuels Association, the largest biofuel trade group. The refining industry has requested tweaks to the policy in the past that would cut the annual volume targets for biofuels, allow ethanol exports to be counted against those targets, or shift the blending burden to supply terminals.  While the leadership of the EPA, which administers the RFS, had considered some of the changes, it ultimately rejected them under pressure from Midwestern lawmakers, and slightly increased biofuels volumes targets for 2018.   The meeting with Trump could set the stage for negotiations over legislation, but any measure would likely require cooperation from representatives of the corn belt. Republican Senator Chuck Grassley of Iowa said this week he was not invited to the meeting and called it “a waste of time.” Biofuels industry representatives did not attend the meeting. Cruz has said he would block Iowa Agriculture Secretary Bill Northey’s nomination to a key post at the U.S. Department of Agriculture until he gets a meeting about biofuels that includes all sides on the issue.  ",politicsNews,7-Dec-17,1,,,,,,,,,,,,,,,,,,,
House approves stop-gap government funding bill,"WASHINGTON (Reuters) - The U.S. House of Representatives, working against a Friday midnight deadline, approved legislation on Thursday to fund a wide range of federal programs through Dec. 22 and avoid a partial government shutdown when existing money expires. By a vote of 235-193, the House approved the stop-gap spending bill, sending it to the Senate for passage, which is expected by Friday. ",politicsNews,7-Dec-17,1,,,,,,,,,,,,,,,,,,,
Manafort's work on draft op-ed does not violate gag order: defense lawyer,"WASHINGTON (Reuters) - President Donald Trump’s former campaign manager Paul Manafort did not violate a court gag order when he helped edit an opinion piece about his political work in Ukraine, his defense lawyer Kevin Downing said in a court filing on Thursday. The filing comes after prosecutors working for Special Counsel Robert Mueller earlier this week said they could no longer agree to more lenient bail terms for Manafort, after discovering he was working with a colleague tied to Russian intelligence agencies to ghost-write an opinion piece that cast his political work in a favorable light. Downing said in the Thursday filing that his client was only involved in editing the piece to ensure accuracy, and that it would not prejudice the case because it was ultimately published in a Ukrainian newspaper, not an American one. ",politicsNews,7-Dec-17,1,,,,,,,,,,,,,,,,,,,
"Exclusive: White House doesn't foresee shutdown, Trump wants 20 percent corporate tax","WASHINGTON (Reuters) - The White House is confident it can craft a deal to avoid a government shutdown and foresees a compromise with lawmakers that will include increases in defense and non-defense spending, White House legislative affairs director Marc Short said on Thursday. In an interview with Reuters, Short also said Trump wanted a corporate tax rate of 20 percent in the tax cut package being debated in Congress despite the president saying recently that it could end up higher. Trump held a meeting with Democratic and Republican leaders of Congress on Thursday to work on bridging differences over the U.S. budget and avoid a stop in government services.  “We have been willing to go along with additional spending on the non-defense side,” Short said of a potential compromise deal on government spending. “I’m hopeful that ... we find a pathway to get a two-year budget cap deal” that enables budget writers to put together a bill for fiscal year 2018 with boundaries for fiscal year 2019 as well, he said. Short said the White House stood firmly behind the goal of a 20-percent corporate tax rate as part of the planned tax overhaul currently in Congress.  Trump’s recent reference to a possible 22-percent corporate tax rate was only a product of conversations he had had with lawmakers, Short said. “I think he was just reflecting what conversations he had heard from them, but that ... wasn’t intended to signal: this is an endorsement of raising the corporate rate,” he said. “When you’re seeing countries like Great Britain go below 20, you’re seeing Ireland at 12 percent, potentially going to single digits, 20 percent is about as high as we feel comfortable going.” Short said he expected Congress to approve the Republicans’ tax effort this year, though Trump may not sign it until 2018.  He said the White House supported a deal agreed with Senator Susan Collins that would restore billions of dollars of subsidy payments, called cost-sharing reductions, or CSRs, to health insurers, in exchange for her support for the tax bill.  “The reduction of corporate tax rates, the delivery of tax rates for middle income families, the simplification of the tax code for the price of CSR payments was a transaction we were willing to make with Susan Collins,” he said. Short said the president was eager to find a legislative solution for immigrants who were brought to the United States illegally as children and previously received protection under the Deferred Action for Child Arrivals (DACA) program. “He is anxious to solve that problem, but doesn’t feel like the funding of our military and the funding of our government should be held hostage by that,” Short said. Democrats have made a solution for DACA a key priority, but House of Representatives Democratic leader Nancy Pelosi said on Thursday they would not shut the government over the issue. Short said he was confident that a shutdown would be avoided. “Not just markets, but Americans shouldn’t worry about it. We’re going to make sure that government stays open and funded. That’s a priority,” he said. Short said the administration planned to outline its priorities for welfare reform next year. That, along with an infrastructure bill, would be top legislative priorities in 2018, though their timing would depend on the congressional calendar, he said. Short also said the White House would support legislation that lays out how to address sexual misconduct by lawmakers. “The White House is supportive, but also I think that we recognize the ability of Congress to self-regulate,” he said. Short, who is the top interlocutor between the White House and Congress and has become a frequent guest on television to explain Trump’s policies, suggested he was staying put despite a recent report saying he could leave the administration. “I have no plans to go anywhere,” he said. ",politicsNews,7-Dec-17,1,,,,,,,,,,,,,,,,,,,
Libya says pushing to be removed from Trump travel ban list,"TRIPOLI (Reuters) - Libya’s internationally recognized government has appealed to the United States to drop or ease a travel ban imposed on its citizens by U.S. President Donald Trump, the Foreign Ministry said on Thursday. “The Libyan Foreign Ministry, through its embassy in Washington, has begun to take measures to lift Libya from the list of countries and to ease the restrictions on Libyan citizens,” the ministry said in a statement. Libya is one of six Muslim-majority countries subject to the travel ban. This week the U.S. Supreme Court allowed the ban to take full effect while litigation over its ultimate validity continues. The ban was also discussed at a meeting between Libyan Foreign Minister Mohamed Siyala and U.S Deputy Secretary of Homeland Security Elaine Duke on Monday, the statement said. ",politicsNews,7-Dec-17,1,,,,,,,,,,,,,,,,,,,
Pelosi says Democrats will not back short-term funding bill on Thursday,"WASHINGTON (Reuters) - U.S. House of Representatives Democratic leader Nancy Pelosi said on Thursday her party would not support a short-term funding bill being brought up for a vote later in the day because it did not include any key Democratic priorities. Pelosi said Democrats were seeking funding for fighting opioid addiction, veterans, the children’s health program, community health centers, disaster funding and a solution for  young undocumented immigrants to the United States. Her statement suggested Republicans would have to find the votes they need to pass the bill among their own members. If a short-term funding measure is not approved by the Republican-led Congress and signed by Republican President Donald Trump, all but the most essential parts of the federal government will shut down. Pelosi told a news briefing that “Democrats are not willing to shut government down,” but she also said her members “will not leave here (for the holidays) without a ... fix” to the problem of illegal immigrants who arrived in the United States as children, who are sometimes referred to as “Dreamers.” Pelosi said the temporary spending measure before the House on Thursday was a “waste of time.”  “It has nothing about (the) opioid epidemic. There’s nothing about veterans’ funding, nothing about CHIP— CHIP — children’s health insurance, community health centers, nothing about, well, the DREAM Act, among other things,” she said. The short-term spending bill does provide some short-term help for states that are running out of money to finance the children’s health insurance program for lower-income children, but it stops short of renewing the program, which Congress allowed to expire at the end of September. Pelosi, discussing the immigration issue, said Democrats were willing to accept new funding for border security, but not for a border wall. “We’re not going to turn this country into a reign of terror of domestic enforcement and have the Dreamers pay that price,” she said. Republicans have a majority in both the House and Senate. But they will need some Democratic support to get the temporary spending bill past Senate procedural hurdles that require 60 votes, since there are only 52 Republicans in the 100-member chamber.      ",politicsNews,7-Dec-17,1,,,,,,,,,,,,,,,,,,,
"Pentagon wants 12 month procurement time for major weapons programs, official","(Reuters) - The Pentagon’s acquisition chief said on Wednesday she wants to cut the time for major procurements to 12 months from an average of 2.5 years, speaking during a congressional hearing on the reorganization of the Defense Department’s procurement system. The Pentagon typically takes months and often years to make procurement decisions, especially for major weapons programs. A more rapid procurement process could accelerate the pace of orders for weapons makers like Lockheed Martin Corp and Northrop Grumman Corp. During the hearing of the U.S. Senate Armed Services Committee, panel chairman Senator John McCain called the Pentagon’s buying program a “system of organized irresponsibility.” The Pentagon’s chief weapons buyer, Undersecretary of Defense for Acquisition, Technology, and Logistics Ellen Lord, was asked her goal for cutting back time for weapons procurement and she responded “12 months for major programs.” Lord, who began working at the Pentagon in August, was formerly chief executive of defense contractor Textron Systems, an aerospace and defense company that makes drones and missiles. If the acquisition process is shortened it would be good for larger weapons makers because time is money, Byron Callan, a defense analyst at Capital Alpha Partners, said in an interview. The move could also increase competition from smaller companies that often lack the financial resources to wait out lengthy Pentagon procurements, he said.  The Pentagon’s weapons procurement process generally begins by soliciting proposals from industry, often includes a competitive process to find a vendor, as well as product testing before delivery and final payment. Critics say the decision-making part of the current procurement process takes too long and could be reduced. Mark Esper, Secretary of the Army, said his office was examining a way to reduce the requirements development process, where the military articulates the concept of what it needs, to 12 months from five years. The 2017 National Defense Authorization Act (NDAA) changed the structure of the Pentagon’s Office of Acquisition by splitting it into two new positions, an undersecretary for research and engineering focusing on innovation, and an undersecretary for acquisition and sustainment focusing on program management.  That process is still unfolding, but during the hearing testimony showed the initial effect was that decision making for some procurement processes had moved to individual branches of the U.S. military. ",politicsNews,7-Dec-17,1,,,,,,,,,,,,,,,,,,,
FBI Director Wray defends bureau in wake of Republican criticism,"WASHINGTON (Reuters) - The director of the Federal Bureau of Investigation defended his  employees on Thursday against a growing chorus of accusations by Republicans, including President Donald Trump, that its agents were allowing political bias to seep into their investigations. In testimony before the House of Representatives Judiciary Committee, Christopher Wray said he believed the reputation of the FBI was not, as Trump recently wrote on Twitter, “in tatters.” “The agents, analysts and staff of the FBI are big boys and girls. We understand we will take criticism from all corners,” Wray said.  “My experience has been that our reputation is quite good.” Republicans had in recent weeks stepped up criticism of the FBI and Special Counsel Robert Mueller, who is investigating whether Trump campaign aides had colluded with Russia to influence the 2016 U.S. presidential election. The move is widely seen as a tactic to undermine Mueller’s investigation, which has so far led to criminal charges against four people from Trump’s inner circle. It comes as Republicans prepare to head into a potentially challenging midterm 2018 congressional election cycle. Republicans have sought to re-litigate questions relating to the FBI’s handling of an investigation into Hillary Clinton’s use of a private email server, and questioned whether Justice Department officials gave her preferential treatment in their decision not to charge her with a crime. They have criticized former FBI Director James Comey for publicly announcing a decision not to refer Clinton for prosecution and asked whether the decision-making was politically tainted.  Wray took over the helm of the FBI after Trump abruptly fired Comey earlier this year.     Most recently, Republicans got fresh ammunition against Mueller and the FBI, after media reports said FBI agent Peter Strzok was removed from the Russia probe because he had exchanged private text messages that disparaged Trump and supported Clinton. Strzok was involved in both the Clinton email and Russia investigations.  Wray acknowledged Thursday that Strzok was removed from Mueller’s investigation, but said he was reassigned, not disciplined. “We cannot afford for the FBI - which has traditionally been dubbed the premier law enforcement agency in the world - to become tainted by politicization or the perception of a lack of even-handedness,” Committee Chairman Bob Goodlatte said.  Wray repeatedly refused to weigh in on how his predecessor handled the Clinton matter, and deferred to Justice Department Inspector General Michael Horowitz, who is conducting a wide-ranging review into the topic. Horowitz recently told lawmakers he expects his review to be complete by late winter or early spring. “When those findings come to me, I will take appropriate action if necessary,” Wray said. Democrats, meanwhile, urged Wray to stand up against bullying by the president. “Your job requires you to have the courage to stand up to the president, Mr. Director,” said the committee’s Ranking Democrat Jerrold Nadler. “There are real consequences for allowing the President to continue unchecked in this manner.” ",politicsNews,7-Dec-17,1,,,,,,,,,,,,,,,,,,,
President's son had legitimate reasons to not answer House panel questions: White House,"WASHINGTON (Reuters) - The White House said on Thursday that Donald Trump Jr. was on solid legal ground when he refused to answer questions from a congressional committee about a conversation he had with his father, President Donald Trump, about emails relating to a meeting he attended with Trump associates and Russians. Spokeswoman Sarah Sanders said the White House believed there was a “legitimate reason and basis for not answering those questions.” She declined to provide details. ",politicsNews,7-Dec-17,1,,,,,,,,,,,,,,,,,,,
